"id","ENA_UNIT","dat_...units.","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","id.1","ENA_UNIT.1","dat_...units..1","V1.1","V2.1","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V11.1","V12.1","V13.1","V14.1","V15.1","V16.1","V17.1","V18.1","V19.1","V20.1","V21.1","V22.1","V23.1","V24.1","V25.1","V26.1","V27.1","V28.1","id.2","ENA_UNIT.2","dat_...units..2","V1.2","V2.2","V3.2","V4.2","V5.2","V6.2","V7.2","V8.2","V9.2","V10.2","V11.2","V12.2","V13.2","V14.2","V15.2","V16.2","V17.2","V18.2","V19.2","V20.2","V21.2","V22.2","V23.2","V24.2","V25.2","V26.2","V27.2","V28.2","id.3","ENA_UNIT.3","dat_...units..3","V1.3","V2.3","V3.3","V4.3","V5.3","V6.3","V7.3","V8.3","V9.3","V10.3","V11.3","V12.3","V13.3","V14.3","V15.3","V16.3","V17.3","V18.3","V19.3","V20.3","V21.3","V22.3","V23.3","V24.3","V25.3","V26.3","V27.3","V28.3","id.4","ENA_UNIT.4","dat_...units..4","V1.4","V2.4","V3.4","V4.4","V5.4","V6.4","V7.4","V8.4","V9.4","V10.4","V11.4","V12.4","V13.4","V14.4","V15.4","V16.4","V17.4","V18.4","V19.4","V20.4","V21.4","V22.4","V23.4","V24.4","V25.4","V26.4","V27.4","V28.4"
"1","1",1,0.5,0.25,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0.25,0.25,0,0,0,0,0,0,0.25,0,0,0.5,0,"1","1",1,0.335410196624968,0.223606797749979,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0.782623792124926,0,0,0,0,0,0,0,0.111803398874989,0,0,0.111803398874989,0,"1","1",1,0.166666666666667,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0.166666666666667,0.166666666666667,0,0,0,0,0,0,0.5,0,0,0.333333333333333,0,"1","1",1,0.371390676354104,0.185695338177052,0,0,0,0,0,0,0,0,0,0,0.185695338177052,0,0,0.371390676354104,0.557086014531156,0,0,0,0,0,0,0.185695338177052,0,0,0.557086014531156,0,"1","1",1,0.589767824619589,0,0,0,0,0,0,0,0,0,0,0,0.294883912309794,0,0,0.147441956154897,0,0,0,0,0,0,0,0,0,0,0.737209780774486,0
"1","2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"1","2",2,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0.816496580927726,0,0,0,0,0,0,0,0,0,0,"1","2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2",2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","3",3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","3",3,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0.816496580927726,0,0,0,0,0,0,0,0,0,0,"1","3",3,0,0,0,0,0,0,0,0,0,0,0,0,0.264906471413009,0,0,0,0,0.264906471413009,0,0,0,0,0,0,0,0,0,0.927172649945531,"1","3",3,0,0.147441956154897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.442325868464691,0,0,0,0,0,0,0,0,0,0.884651736929383,"1","3",3,0,0.0985329278164293,0,0,0,0,0,0,0,0,0,0,0.0985329278164293,0,0,0,0,0.0985329278164293,0,0,0,0,0,0,0,0,0,0.985329278164293
"1","4",4,0,0,0,0.447213595499958,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0.223606797749979,0,0.447213595499958,0,0,0,0.670820393249937,0,0,0,0,0.223606797749979,0,"1","4",4,0,0,0,0.229415733870562,0,0,0,0,0,0,0,0.917662935482247,0,0,0,0.229415733870562,0,0.229415733870562,0,0,0,0,0,0,0,0,0,0,"1","4",4,0,0,0,0,0,0,0,0,0,0,0,0.538815906080325,0,0,0,0.179605302026775,0,0.179605302026775,0.7184212081071,0,0,0,0,0,0,0,0.35921060405355,0,"1","4",4,0,0,0,0.5,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25,0,0.25,0.5,0,0,0,0,0,0,0,0.5,0,"1","4",4,0,0,0,0,0,0,0,0,0,0,0.948683298050514,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1","5",5,0.816496580927726,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,"1","5",5,0.50709255283711,0,0,0,0,0.169030850945703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.845154254728517,0,0,0,0,0,0,"1","5",5,0,0,0,0,0,0.98058067569092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196116135138184,0,0,0,0,0,0,"1","5",5,0.87287156094397,0,0,0,0,0.218217890235992,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.436435780471985,0,0,0,0,0,0,"1","5",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1","6",6,0.730296743340221,0,0,0,0,0,0,0,0,0,0.182574185835055,0,0,0,0,0.365148371670111,0,0.365148371670111,0,0,0,0.182574185835055,0,0.365148371670111,0,0,0,0,"1","6",6,0.742781352708207,0,0,0,0,0,0,0,0,0,0.371390676354104,0,0,0,0,0,0,0.371390676354104,0,0,0,0.185695338177052,0,0.371390676354104,0,0,0,0,"1","6",6,0.196116135138184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.784464540552736,0,0,0,0,0,0.588348405414552,0,0,0,0,"1","6",6,0.801783725737273,0,0,0,0,0,0,0,0,0,0.133630620956212,0,0,0,0,0.133630620956212,0,0.133630620956212,0,0,0,0.133630620956212,0,0.534522483824849,0,0,0,0,"1","6",6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,0,0,0,0,0.5,0,0,0,0
"2","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","2",2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","3",3,0,0,0,0.960768922830523,0,0,0,0,0,0,0,0,0,0.160128153805087,0,0,0,0,0,0.160128153805087,0,0.160128153805087,0,0,0,0,0,0,"2","3",3,0,0,0,0.192450089729875,0,0,0,0,0,0,0,0,0,0.769800358919501,0,0,0,0,0,0.192450089729875,0,0.577350269189626,0,0,0,0,0,0,"2","3",3,0,0,0,0.365148371670111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.912870929175277,0,0.182574185835055,0,0,0,0,0,0,"2","3",3,0,0,0,0.832050294337844,0,0,0,0,0,0,0,0,0,0.554700196225229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","3",3,0,0,0,0.948683298050514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0
"2","4",4,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,0,"2","4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"2","4",4,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,"2","4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,"2","4",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2","5",5,0.371390676354104,0,0,0.928476690885259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5",5,0,0,0,0.6,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5",5,0.577350269189626,0,0,0.577350269189626,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5",5,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","5",5,0,0,0,0.894427190999916,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","1",1,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,"3","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3","1",1,0,0,0,0,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970142500145332,0,0,0,"3","1",1,0,0,0,0,0,0,0,0,0,0,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0.707106781186548,0,0,0,0,0,0
"3","2",2,0.493196961916072,0.164398987305357,0,0,0,0,0,0,0,0,0.164398987305357,0,0,0,0,0,0,0,0,0,0,0.821994936526786,0,0.164398987305357,0,0,0,0,"3","2",2,0.632455532033676,0,0,0,0,0,0,0,0.210818510677892,0,0,0,0,0,0.105409255338946,0,0,0,0,0,0,0.737864787372622,0,0,0,0,0,0,"3","2",2,0.160128153805087,0.480384461415261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800640769025436,0,0.320256307610174,0,0,0,0,"3","2",2,0,0.149071198499986,0,0,0,0,0,0,0.596284793999944,0,0.149071198499986,0,0,0,0.149071198499986,0,0,0,0,0,0,0.74535599249993,0,0.149071198499986,0,0,0,0,"3","2",2,0.35921060405355,0.179605302026775,0,0,0,0,0,0,0,0,0.538815906080325,0,0,0,0,0,0,0,0,0,0,0.7184212081071,0,0.179605302026775,0,0,0,0
"3","3",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,"3","3",3,0,0.258198889747161,0,0,0,0,0,0.258198889747161,0,0,0,0,0,0.516397779494322,0,0,0,0,0,0,0,0.774596669241483,0,0,0,0,0,0,"3","3",3,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,"3","3",3,0,0.904534033733291,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,"3","3",3,0,0.182574185835055,0,0,0,0,0,0,0,0,0,0,0,0.365148371670111,0,0,0,0,0,0,0,0.912870929175277,0,0,0,0,0,0
"3","4",4,0.696310623822791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174077655955698,0,0,0,0,0,0.696310623822791,0,0,0,0,0,0,"3","4",4,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,"3","4",4,0.588348405414552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196116135138184,0,0,0,0,0,0.784464540552736,0,0,0,0,0,0,"3","4",4,0.160128153805087,0,0,0,0,0,0.160128153805087,0,0,0,0,0,0,0,0,0.160128153805087,0,0,0,0,0,0.960768922830523,0,0,0,0,0,0,"3","4",4,0.312347523777212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156173761888606,0,0,0,0,0,0.937042571331636,0,0,0,0,0,0
"3","5",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"3","5",5,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,"3","5",5,0,0,0,0.164398987305357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986393923832144,0,0,0,0,0,0,"3","5",5,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,"3","5",5,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0
"4","1",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","1",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","1",1,0,0.894427190999916,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4","2",2,0,0,0,0,0,0,0,0,0,0,0.384110639798688,0.128036879932896,0.384110639798688,0.256073759865792,0,0.128036879932896,0,0.128036879932896,0,0,0,0.768221279597376,0,0,0,0,0,0,"4","2",2,0,0,0,0,0,0,0,0,0,0,0.442325868464691,0.147441956154897,0,0,0,0,0,0,0,0,0,0.884651736929383,0,0,0,0,0,0,"4","2",2,0,0,0,0,0,0.870388279778489,0,0,0,0,0.174077655955698,0.174077655955698,0.348155311911396,0,0,0,0,0.174077655955698,0,0,0,0.174077655955698,0,0,0,0,0,0,"4","2",2,0,0,0,0,0,0,0,0,0,0,0.150329205600566,0,0,0,0,0.150329205600566,0,0,0,0,0,0.977139836403678,0,0,0,0,0,0,"4","2",2,0,0,0,0,0,0.308606699924184,0,0,0,0,0,0.154303349962092,0,0,0,0,0,0.154303349962092,0,0,0,0.925820099772551,0,0,0,0,0,0
"4","3",3,0.229415733870562,0,0,0,0,0,0,0,0,0,0,0,0.229415733870562,0,0,0.688247201611685,0,0,0,0,0,0.458831467741123,0.458831467741123,0,0,0,0,0,"4","3",3,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0.2,0,0,0,0,0,0.8,0.4,0,0,0,0,0,"4","3",3,0.320256307610174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480384461415261,0,0,0,0,0,0.800640769025436,0.160128153805087,0,0,0,0,0,"4","3",3,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0.158113883008419,0,0,0.790569415042095,0,0,0,0,0,0.474341649025257,0.158113883008419,0,0,0,0,0,"4","3",3,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0.471404520791032,0,0,0.235702260395516,0,0,0,0,0,0.471404520791032,0,0,0,0,0,0
"4","4",4,0,0,0.534522483824849,0,0,0,0,0,0,0,0.801783725737273,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0,0,0,0,0,0,"4","4",4,0,0,0.267261241912424,0,0,0,0,0,0,0,0.801783725737273,0,0,0,0,0,0,0,0,0,0,0.534522483824849,0,0,0,0,0,0,"4","4",4,0,0,0.894427190999916,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","4",4,0,0,0.577350269189626,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,"4","4",4,0,0,0.50709255283711,0,0,0,0,0,0,0,0.169030850945703,0,0,0,0,0,0,0,0,0,0,0.845154254728517,0,0,0,0,0,0
"4","5",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4","5",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4","5",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4","5",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,"4","5",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0,0.948683298050514,0,0,0,0,0,0
"5","1",1,0.801783725737273,0.267261241912424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534522483824849,0,0,0,0,0,0,"5","1",1,0.554700196225229,0.832050294337844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","1",1,0,0.948683298050514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,"5","1",1,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,"5","1",1,0.333333333333333,0.666666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0,0,0,0,0,0
"5","2",2,0.554700196225229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832050294337844,0,0,0,0,0,0,"5","2",2,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,"5","2",2,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970142500145332,0,0,0,0,0,0,"5","2",2,0.371390676354104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928476690885259,0,0,0,0,0,0,"5","2",2,0.832050294337844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554700196225229,0,0,0,0,0,0
