"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V1.1","V2.1","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V11.1","V12.1","V13.1","V14.1","V15.1","V16.1","V17.1","V18.1","V19.1","V20.1","V21.1","V22.1","V23.1","V24.1","V25.1","V26.1","V27.1","V28.1","V1.2","V2.2","V3.2","V4.2","V5.2","V6.2","V7.2","V8.2","V9.2","V10.2","V11.2","V12.2","V13.2","V14.2","V15.2","V16.2","V17.2","V18.2","V19.2","V20.2","V21.2","V22.2","V23.2","V24.2","V25.2","V26.2","V27.2","V28.2","V1.3","V2.3","V3.3","V4.3","V5.3","V6.3","V7.3","V8.3","V9.3","V10.3","V11.3","V12.3","V13.3","V14.3","V15.3","V16.3","V17.3","V18.3","V19.3","V20.3","V21.3","V22.3","V23.3","V24.3","V25.3","V26.3","V27.3","V28.3","V1.4","V2.4","V3.4","V4.4","V5.4","V6.4","V7.4","V8.4","V9.4","V10.4","V11.4","V12.4","V13.4","V14.4","V15.4","V16.4","V17.4","V18.4","V19.4","V20.4","V21.4","V22.4","V23.4","V24.4","V25.4","V26.4","V27.4","V28.4"
0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,0.348155311911396,0,0,0.348155311911396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.870388279778489,0,0,0,0,0,0,0.948683298050514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.404061017820884,0,0,0.101015254455221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.90913729009699,0,0,0,0,0,0
0,0,0,0,0.612372435695795,0,0,0,0,0.102062072615966,0.306186217847897,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0.306186217847897,0.408248290463863,0,0,0.306186217847897,0,0.0932504808240314,0,0,0,0.373001923296126,0,0,0,0,0.186500961648063,0.65275336576822,0,0,0,0,0,0,0,0,0,0,0.559502884944188,0.186500961648063,0.186500961648063,0,0,0.0932504808240314,0,0,0,0,0,0.404519917477945,0,0,0,0,0.134839972492648,0.539359889970594,0,0,0,0,0,0,0,0,0,0,0.269679944985297,0.539359889970594,0,0,0,0.404519917477945,0,0.0813788458771159,0,0,0,0.488273075262696,0,0,0,0,0.244136537631348,0.162757691754232,0,0,0,0,0,0,0,0,0,0,0.488273075262696,0.651030767016928,0.0813788458771159,0,0,0,0,0.450987616801697,0,0,0,0.150329205600566,0,0,0,0,0.0751646028002829,0.225493808400849,0,0,0,0,0,0,0,0,0,0,0.676481425202546,0.225493808400849,0.450987616801697,0,0,0.0751646028002829,0
0,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0.577350269189626,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.516397779494322,0,0.258198889747161,0,0,0,0,0,0,0,0.258198889747161,0.774596669241483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.371390676354104,0,0,0,0,0,0,0,0,0,0,0.928476690885259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.816496580927726,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.962250448649376,0,0.192450089729875,0,0,0,0,0,0,0,0,0,0,0.192450089729875,0,0,0,0
0,0,0,0,0,0,0.577350269189626,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0.577350269189626,0,0,0,0,0,0,0,0,0,0,0,0,0.301511344577764,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0,0.904534033733291,0,0,0,0,0,0,0,0,0,0,0,0,0.154303349962092,0,0,0,0,0.771516749810459,0,0,0,0,0,0,0,0,0,0.617213399848368,0,0,0,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0.816496580927726,0,0,0,0,0,0,0,0,0,0.408248290463863,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0
0.164398987305357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.986393923832144,0,0,0,0,0,0,0.0583211843519804,0,0.116642368703961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.991460133983667,0,0,0,0,0,0,0.194461117065649,0,0.129640744710433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.972305585328247,0,0,0,0,0,0,0,0,0.08304547985374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99654575824488,0,0,0,0,0,0,0,0,0.0819231920519041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.983078304622849,0,0.163846384103808,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0.680413817439772,0.0453609211626514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725774738602423,0,0.0907218423253029,0,0,0,0,0.594736740409581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792982320546108,0,0.132163720091018,0,0,0,0,0.360667853866973,0.450834817333716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.811502671200689,0,0.0901669634667432,0,0,0,0,0.577350269189626,0.0824786098842323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.74230748895809,0,0.329914439536929,0,0,0,0,0.596196475137873,0.0794928633517164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.794928633517164,0,0.0794928633517164,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0.554700196225229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832050294337844,0,0,0,0,0,0,0.832050294337844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.554700196225229,0,0,0,0,0,0,0.14142135623731,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.989949493661166,0,0,0,0,0,0
0.301511344577764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904534033733291,0.301511344577764,0,0,0,0,0,0.301511344577764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.904534033733291,0.301511344577764,0,0,0,0,0,0.707106781186548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186548,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,0.688247201611685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.688247201611685,0.229415733870562,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.928476690885259,0.371390676354104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0
0.316227766016838,0,0,0,0.632455532033676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0.632455532033676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0.534522483824849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.267261241912424,0.801783725737273,0,0,0,0,0,0.697485832462916,0,0,0,0.116247638743819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116247638743819,0.697485832462916,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0995037190209989,0.995037190209989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0.894427190999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514495755427526,0.857492925712544,0,0,0,0,0
0.447213595499958,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,0.554700196225229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832050294337844,0,0,0,0,0,0,0.919145030018058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.393919298579168,0,0,0,0,0,0,0.554700196225229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832050294337844,0,0,0,0,0,0,0.894427190999916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.447213595499958,0,0,0,0,0,0
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970142500145332,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.995037190209989,0,0,0,0,0.0995037190209989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.970142500145332,0,0,0,0,0.242535625036333,0
0.486664263392288,0,0,0,0,0,0,0,0,0,0.486664263392288,0,0,0,0,0,0,0,0,0,0,0.64888568452305,0.324442842261525,0,0,0,0,0,0.160128153805087,0,0,0,0,0,0,0,0,0,0.160128153805087,0,0,0,0,0,0,0,0,0,0,0.960768922830523,0.160128153805087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333333333333,0,0,0,0,0,0,0,0,0,0,0.666666666666667,0.666666666666667,0,0,0,0,0,0.174077655955698,0,0,0,0,0,0,0,0,0,0.174077655955698,0.174077655955698,0,0,0,0,0,0,0,0,0,0.870388279778489,0.348155311911396,0,0,0,0.174077655955698,0,0.192450089729875,0,0,0,0,0,0,0,0,0,0.192450089729875,0.192450089729875,0,0,0,0,0,0,0,0,0,0.769800358919501,0.384900179459751,0,0,0,0.384900179459751,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.832050294337844,0.554700196225229,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0.784464540552736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.196116135138184,0.588348405414552,0,0,0,0,0,0.857492925712544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.514495755427526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.371390676354104,0,0,0,0,0,0,0,0,0,0,0.928476690885259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.316227766016838,0,0,0,0,0,0,0,0,0,0,0.948683298050514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.242535625036333,0,0,0,0,0,0,0,0,0,0,0.970142500145332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.110431526074847,0,0,0,0,0,0,0,0,0,0,0.993883734673619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164398987305357,0,0,0,0,0,0,0,0,0,0,0.986393923832144,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.707106781186547,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
0.192450089729875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.192450089729875,0,0,0,0,0,0.577350269189626,0.769800358919501,0,0,0,0,0,0.387298334620742,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.129099444873581,0,0,0,0,0,0.645497224367903,0.645497224367903,0,0,0,0,0,0.328797974610715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.328797974610715,0,0,0,0,0,0.493196961916072,0.657595949221429,0,0,0,0,0.328797974610715,0.670820393249937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.223606797749979,0,0,0,0,0,0.670820393249937,0.223606797749979,0,0,0,0,0,0.534522483824849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534522483824849,0,0,0,0,0,0.534522483824849,0.267261241912424,0,0,0,0,0.267261241912424
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
